0,313,168052,14.672574043273926
0,333,168052,14.673018455505371
0,314,168052,14.969901084899902
1,313,168052,14.642916679382324
1,333,168052,14.765304565429688
1,279,168052,14.908443450927734
2,313,168052,14.536911964416504
2,333,168052,14.625306129455566
2,350,168052,14.834259033203125
3,313,168052,14.724839210510254
3,333,168052,14.742176055908203
3,350,168052,14.986478805541992
4,313,168052,14.401632308959961
4,333,168052,14.438834190368652
4,350,168052,14.592794418334961
5,333,168052,14.38209342956543
5,350,168052,14.528728485107422
5,313,168052,14.616019248962402
6,313,168052,14.617683410644531
6,333,168052,14.489452362060547
6,278,168052,14.827432632446289
7,279,168052,14.640393257141113
7,313,168052,14.599868774414063
7,333,168052,14.700488090515137
8,350,168052,14.321569442749023
8,333,168052,14.388379096984863
8,351,168052,14.466484069824219
9,333,168052,14.094133377075195
9,313,168052,14.123449325561523
9,350,168052,14.424877166748047
